name,text_content
https://www.facebook.com/profile.php?id=100008363822642,"ਦੋਸਤੋ ਲੀਡਰਾ ਦੇ ਵਾਅਦੇ ਤੇ ਜਨਤਾ ਦੀਆ ਉਮੀਦਾ 
ਹਰ ਵਾਰੀ ਜਨਤਾ ਨਾਲ ਧੋਖਾ ਇੰਝ ਹੁੰਦਾ ਆ"
https://www.facebook.com/profile.php?id=100008363822642,"ਦੋਸਤੋ ਆ ਦੋਸਤ ਵੀਡੀਓ ਵੇਖੋ ਥੁਕ ਕੇ ਚੱਟਣਾ 
ਏਨੂ ਕਹਿਦੇ ਆ ਏਨਾ ਤੇ ਕਦੇ ਯਕੀਨ ਨਾ ਕਰੋ 
ਰਾਜਨੀਤੀ ਬਹੁਤ ਗੰਦੀ ਹੋਗੀ"
https://www.facebook.com/profile.php?id=100008363822642,"ਕਿਸਾਨਾ ਦਾ ਸਾਥ ਜਨਤਾ ਨੂੰ ਦੇਣਾ ਚਾਹੀਦਾ ਆਪਣੀ ਜਵਾਨੀ ਨੂੰ ਸੋਚਣਾ ਚਾਹੀਦਾ ਸਰਕਾਰਾ ਤੇ ਕਿਸਾਨ ਨੂੰ ਬਰਬਾਦ ਕਰਨ ਤੇ ਤੁਲੀਆ ਕਿਸਾਨੀ ਬਚਾਓ ਨਹੀ ਤੇ ਸਾਰੇ ਭੁੱਖ ਨਾਲ ਮਰਨ ਗੇ 
ਜੇ ਸਹਿਮਤ ਹੋ ਤਾ ਸਾਥ ਦਿਓ ਕਿਸਾਨਾ ਦਾ ਧੰਨਵਾਦ"
https://www.facebook.com/profile.php?id=100008363822642,"ਪੰਜਾਬ ਵਿੱਚ ਠੇਕੇਦਾਰ ਵੀ ਸਿਰਾ ਈ ਕਰਾਈ ਜਾਦੇ ਆ 
ਸਰਕਾਰ ਦਾ ਪੈਸਾ ਖਾਓ ਪਰ ਏਦਾ ਨਾ ਕਰੋ
ਸੜਕ ਦਾ ਹਾਲ ਵੇਖੋ"
https://www.facebook.com/profile.php?id=100008363822642,"ਸੱਚ ਦਾ ਸਾਥ ਦਿਓ ਪੰਜਾਬ ਵਾਲਿਓ 
ਬਾਅਦ ਵਿਚ ਏਨੀ ਗੱਲ ਕੇਹਣੀ ਪੀ ਬੰਦਾ ਸੱਚਾ ਸੀ
ਕੇਹਣ ਦਾ ਕੋਈ ਫਾਇਦਾ ਨਹੀ ਹੁਣ ਨਾਲ ਖਰੋ 
ਭਾਨਾ ਸਿੱਧੂ ਜਿੰਦਾਬਾਦ"
https://www.facebook.com/profile.php?id=100008363822642,ਕਿਸਾਨ ਏਕਤਾ ਜਿੰਦਾਬਾਦ
https://www.facebook.com/profile.php?id=100008363822642,"ਕਿਸੇ ਯਾਰ ਦੋਸਤ ਦੇ ਘਰ ਜਾ ਕੇ ਏਨਾ ਗੱਲਾ ਦਾ ਧਿਆਨ ਰੱਖੋ
ਬਾਈ ਜੱਸਾ ਪੱਟੀ ਪੰਜਾਬ ਦਾ ਪੁੱਤਰ ਦੇਸ ਦਾ ਮਾਣ ਸੁਣੋ 
ਇਕ ਇਕ ਗੱਲ ਲੱਖ ਦੀ ਆ
ਵਾਹਿਗੁਰੂ ਜੀ ਕਾ ਖਾਲਸਾ ਵਾਹਿਗੁਰੂ ਜੀ ਕੀ ਫਤਿਹ ਜੀ"
https://www.facebook.com/profile.php?id=100008363822642,"ਇੱਕ ਵਾਰ ਜਰੂਰ ਸੁਣੋ ਸੇਅਰ ਤੁਸੀਂ ਆ ਕਰ ਦੇਣੀ ਆ 
ਦੇਸ ਨੂੰ ਬਚਾਓ"
https://www.facebook.com/profile.php?id=100008363822642,ਬੀ ਜੇ ਪੀ ਭਜਾਓ ਦੇਸ਼ ਬਚਾਓ
https://www.facebook.com/profile.php?id=100008363822642,"20 ਫਰਵਰੀ ਦਾ ਇਤਿਹਾਸ 
ਸਾਕਾ ਨਨਕਾਣਾਂ ਸਾਹਿਬ 
ਗੁਰਦੁਆਰਾ ਸ੍ਰੀ ਨਨਕਾਣਾ ਸਾਹਿਬ ਜੋ ਗੁਰੂ ਨਾਨਕ ਸਾਹਿਬ ਦਾ ਜਨਮ ਅਸਥਾਨ ਹੈ, ਦਾ ਪ੍ਰਬੰਧ ਸੰਨ 1920 ਵਿੱਚ ਮਹੰਤ ਨਰਾਇਣ ਦਾਸ ਚਲਾਉਂਦਾ ਸੀ, ਜਿਹੜਾ ਸਾਰੀ ਮਹੰਤ ਸ਼੍ਰੇਣੀ ਵਿਚੋਂ ਅਤਿ ਦਰਜੇ ਦਾ ਸ਼ਰਾਬੀ ਅਤੇ ਭੈੜੇ ਆਚਰਣ ਵਾਲਾ ਸੀ। ਉਸ ਨੇ ਪਵਿੱਤਰ ਗੁਰਧਾਮ ਨੂੰ ਅਯਾਸ਼ੀ ਦਾ ਅੱਡਾ ਬਣਾਇਆ ਹੋਇਆ ਸੀ। ਉਸ ਨੇ 1917 ਈ. ਵਿੱਚ ਗੁਰਦੁਆਰੇ ਦੀ ਹਦੂਦ ਅੰਦਰ ਵੇਸਵਾ ਦਾ ਨਾਚ ਕਰਾਇਆ। ਗੁਰਦੁਆਰੇ ਦੀ ਹਦੂਦ ਅੰਦਰ ਸ਼ਰ੍ਹੇਆਮ ਸ਼ਰਾਬ ਦਾ ਦੌਰ ਚਲਦਾ ਰਹਿੰਦਾ ਸੀ ਅਤੇ ਉਸ ਦੇ ਚੇਲੇ ਖ਼ਤਰਨਾਕ ਹੱਦ ਤਕ ਵਿਗੜੇ ਹੋਏ ਸਨ। ਸੰਨ 1918 ਨੂੰ ਇੱਕ ਰਿਟਾਇਰਡ ਸਿੰਧੀ ਅਫਸਰ … See more"
https://www.facebook.com/profile.php?id=100008363822642,"ਆਪਣੀ ਵੋਟ ਸੋਚ ਸਮਝ ਕੇ ਪਾਓ 
ਦੇਸ਼ ਨੂੰ ਬਚਾਓ"
https://www.facebook.com/profile.php?id=100008363822642,"ਧੰਨੁ ਧੰਨੁ ਰਾਮਦਾਸ ਗੁਰੁ ਜਿਨਿ ਸਿਰਿਆ ਤਿਨੈ ਸਵਾਰਿਆ 
ਹਰਿ ਮੰਦਰੁ ਹਰਿ ਸਾਜਿਆ ਹਰਿ ਵਸੈ ਜਿਸੁ ਨਾਲਿ।।
ਡਿਠੇ ਸਭੇ ਥਾਵ ਨਹੀ ਤੁਧੁ ਜੇਹਿਆ।। 
ਬਧੋਹੁ ਪੁਰਖਿ ਬਿਧਾਤੈ ਤਾਂ ਤੂ ਸੋਹਿਆ।।… See more"
https://www.facebook.com/profile.php?id=100008363822642,ਨਗਰ ਕੀਰਤਨ ਧੰਨ ਧੰਨ ਬਾਬਾ ਮਹਿਮਾ ਸਾਹਿਬ ਜੀ
https://www.facebook.com/profile.php?id=100008363822642,"ਦੋਸਤੋ ਪਹਿਲਾ ਸਰਕਾਰ ਨੇ ਕਿਸਾਨ ਨੂੰ ਖਤਮ ਕਰਨ ਲਈ ਗਲਤ ਕਨੂੰਨ ਪਾਸ ਕੀਤੇ ਤੇ ਦੇਸ ਦਾ ਨੁਕਸਾਨ ਬਹੁਤ ਕੀਤਾ ਉਦੋ ਵੀ ਕਿਸਾਨਾ ਦੀ ਏਕਤਾ ਨੇ ਕਾਨੂੰਨ ਵਾਪਸ ਕਰਨ ਤੇ ਮਜਬੂਰ ਕੀਤਾ 
ਹੁਣ ਫਿਰ ਸਰਕਾਰ ਨੇ ਡਰਾਈਵਰ ਵੀਰਾ ਨੂੰ ਮਾਰਨ ਲਈ ਗਲਤ ਕਾਨੂੰਨ ਬਣਾਏ ਇਕ ਵਾਰ ਫਿਰ ਸਾਰੇ ਡਰਾਈਵਰ ਵੀਰਾ ਦਾ ਸਾਥ ਦਿਓ ਤੇ ਦੇਸ ਦਾ ਨੁਕਸਾਨ ਹੋਣ ਤੋ ਬਚਾਓ ਤੇ ਕਾਨੂੰਨ ਵਾਪਸ ਕਰਾਓ 
ਵੀਡੀਓ ਇਕ ਵਾਰ ਜਰੂਰ ਸੁਣੋ 
ਡਰਾਈਵਰ ਏਕਤਾ ਜਿੰਦਾਬਾਦ … See more"
https://www.facebook.com/profile.php?id=100008363822642,ਸਿੰਧੂ ਮੁਸੇਵਾਲਾ ਦਾ ਨਵਾਂ ਗੀਤ (ਸਰਹਿੰਦ) ਜ਼ਰੂਰ ਸੁਣੋ ਲਾਇਕ ਸ਼ੇਅਰ ਕਰੋ 
https://www.facebook.com/profile.php?id=100008363822642,"ਅੱਜ 2023 ਸਾਲ ਦਾ ਆਖਰੀ ਦਿਨ ਹੈ
ਕੱਲ 2024 ਸਾਲ ਦਾ ਪਹਿਲਾ ਦਿਨ ਹੈ
      ਮੈਂ ਸੋਚਿਆ ਉਹਨਾਂ ਗੁਰੂ ਪਿਆਰਿਆਂ
ਦਾ ਧੰਨਵਾਦ ਕਰਾਂ ਜਿਹੜੇ ਮੇਰੇ
     ਦੁੱਖ ਸੁੱਖ ਵਿੱਚ ਮੇਰੇ ਨਾਲ ਖੜ੍ਹੇ ਮੇਰਾ ਸਾਥ ਦਿੱਤਾ ਅਤੇ ਮੇਰੀਆਂ ਖੁਸ਼ੀਆ ਦੀ ਵਜਾ ਬਣੇ। … See more"
https://www.facebook.com/profile.php?id=100008363822642,"ਸਫਰੇ-ਰੇ-ਸ਼ਹਾਦਤ 
ਇੱਕ ਵਾਰ ਜਰੂਰ ਸੁਣੋ ਸੇਅਰ ਤੁਸੀਂ ਆ ਕਰ ਦੇਣਾ ਜੀ
10 ਲੱਖ ਦੀ ਫੌਜ ਵਿੱਚ ਕਿਹੜੇ ਹਿੰਦੂ ਰਾਜੇ ਅਤੇ ਮੁਸਲਮਾਨ ਮੁਗਲ ਸਨ ਜਿਹਨਾਂ ਨੇ ਗੁਰੂ ਗੋਬਿੰਦ ਸਿੰਘ ਜੀ ਅਤੇ 40 ਸਿੰਘਾਂ ਨੂੰ ਚਮਕੌਰ ਦੀ ਲੜਾਈ ਵਿੱਚ ਕੁਰਾਨ, ਗਊ ਅਤੇ ਪਵਿੱਤਰ ਧਾਗੇ ਦੀ ਸਹੁੰ ਤੋੜ ਕੇ ਹਮਲਾ ਕੀਤਾ ਸੀ?
 22 ਧਾਰ ਦਾ ਹਿੰਦੂ ਪਹਾੜੀ ਰਾਜਾ -:
 ਹਿੰਦੂ ਰਾਜੇ ਕੇਹਲੂਰ ਦੀ ਫੌਜ… See more"
https://www.facebook.com/profile.php?id=100008363822642,"ਸਾਹਿਬਜ਼ਾਦਿਆਂ ਨੂੰ ਜਿੰਨਾ ਪਿਆਰ ਸਟੇਟਸਾ 'ਚ' ਮਿਲ ਰਿਹਾ ਹੈ 
ਜੇ ਇੰਨਾਂ ਹੀ ਪਿਆਰ ਦਿਲਾਂ ਚੋ ਦਿੰਦੇ ਤਾ ਕੋਈ ਵੀ ਸਿੱਖ ਬੱਚਾ 
ਪੰਜਾਬ ਵਿੱਚ ਅੱਜ ਸਿਰ ਤੋ ਘੋਨਾ ਮੋਨਾ  ਤੇ ਦਾੜੀ ਕੱਟੀ ਵਾਲਾ 
ਨਾ ਦਿਸਦਾ ਅੰਮ੍ਰਿਤ ਧਾਰੀ ਤੇ ਸਾਬਤ ਸੂਰਤ ਖਾਲਸਾ ਹੁੰਦਾ...,
ਨਾਮ ਜਪੋ , ਕਿਰਤ ਕਰੋ ਤੇ ਸਿੰਘ ਸੱਜੋ … See more"
https://www.facebook.com/profile.php?id=100008363822642,"Safe journey God Bless you 
ਪੁੱਤ ਪ੍ਰਮਾਤਮਾ ਤੇਨੂੰ ਹਮੈਸਾ ਚੜਦੀ ਕਲਾ ਵਿੱਚ ਰੱਖੇ"
https://www.facebook.com/profile.php?id=100008363822642,"ਗੁਰੂ ਨਾਨਕ ਦੇ ਫ਼ਰਜ਼ੰਦ,ਮਾਤਾ ਸੁਲੱਖਣੀ ਦੇ ਨੂਰ ਏ ਨਜ਼ਰ,ਬੇਬੇ ਨਾਨਕੀ ਦੇ ਪਿਆਰੇ,ਬਾਬਾ ਕਲਿਆਣ ਚੰਦ ਜੀ ਦੇ ਦੁਲਾਰੇ, ਮਾਤਾ ਤ੍ਰਿਪਤਾ ਦਾ ਚਾਨਣ,ਬੇਦੀ ਬੰਸ ਰੱਖਿਅਕ,ਉਦਾਸੀਨ ਭੇਖ ਦੇ ਮੁਖੀ,ਉਦਾਸੀਨ ਅਚਾਰੀਆ,ਤਪੱਸਿਆ ਦੀ ਮੂਰਤ,ਵੈਰਾਗੀ, ਵਿਰੱਕਤ, ਪਰਮ ਅਵਧੂਤ,ਯੋਗੇਸ਼ਵਰ,ਯੋਗੀ ਰਾਜ,ਵੇਦ ਗਿਆਨ ਗਿਆਤਾ,ਸਾਧੂ ਸਮਾਜ ਸੁਧਾਰਕ, ਰਿਧ ਸਿੱਧ ਦੇ ਮਾਲਕ ਧੰਨ ਬਾਬਾ ਸ਼੍ਰੀ ਚੰਦਰ ਜੀ ਦੇ ਜਨਮ ਦਿਵਸ ਦੀਆਂ ਮੁਬਾਰਕਾਂ ਜੀ
ਜਦੋਂ ਬਾਬਾ ਸ੍ਰੀ ਚੰਦਰ ਜੀ ਮਹਾਰਾਜ ਨਾਨਕ ਚੱਕ ਵਿਖੇ ਬਿਰਾਜਮਾਨ   ਸਨ ਤਾਂ ਇਕ ਹਰੋ ਨਾਮ ਦੀ ਮਾਈ ਦੁੱਧ ਅਤੇ ਭੋਜਨ ਨਾਲ ਰੋਜ਼ ਬਾਬਾ ਸ੍ਰੀ ਚੰਦਰ ਜੀ ਮਹਾਰਾਜ ਜੀ ਦੀ ਸੇਵਾ ਕਰਦੀ ਹੁੰਦੀ ਸੀ । ਜਦ … See more"
https://www.facebook.com/profile.php?id=100008363822642,"ਵਿਆਹ ਪੁਰਬ 
ਸ੍ਰੀ ਗੁਰੂ ਨਾਨਕ ਦੇਵ ਪਾਤਸ਼ਾਹ ਜੀ 
ਜਗਤ ਗੁਰ ਬਾਬਾ,ਸਾਹਿਬ ਸ੍ਰੀ ਗੁਰੂ ਨਾਨਕ ਦੇਵ ਪਾਤਸ਼ਾਹ ਜੀ ਨੇ ਸੁਲਤਾਨਪੁਰ ਲੋਧੀ ਦੀ ਧਰਤ ਤੇ ਮੋਦੀਖਾਨੇ ਦੀ ਕਾਰ ਸੰਭਾਲ ਲਈ ਤਾਂ ਭੈਣ ਨਾਨਕੀ ਜੀ ਦੇ ਮਨ ਵਿਚ ਭਰਾਤਾ ਨਾਨਕ ਜੀ ਦੇ ਵਿਆਹ ਦਾ ਖਿਆਲ ਆਇਆ।… See more"
https://www.facebook.com/profile.php?id=100008363822642,"ਇੱਕ ਵਾਰ ਜਰੂਰ ਸੁਣੋ ਸੇਅਰ ਤੁਸੀ ਆਪ ਕਰ ਦੇਣਾ 
ਵਾਹਿਗੁਰੂ ਜੀ ਕਾ ਖਾਲਸਾ ਵਾਹਿਗੁਰੂ ਜੀ ਕੀ ਫਤਹਿ ਜੀ"
https://www.facebook.com/profile.php?id=100008363822642,"ਧੰਨ ਧੰਨ ਰਾਮਦਾਸ ਗੁਰ , ਜਿਨ ਸਿਰਿਆ ਤਿਨੈ ਸਵਾਰਿਆ॥
ਹਮ ਅਵਗੁਣਿ ਭਰੇ ਏਕੁ ਗੁਣੁ ਨਾਹੀ ਅੰਮ੍ਰਿਤੁ ਛਾਡਿ ਬਿਖੈ ਬਿਖੁ ਖਾਈ ॥ 
ਮਾਯਾ ਮੋਹ ਭਰਮ ਪੈ ਭੂਲੇ ਸੁਤ ਦਾਰਾ ਸਿਉ ਪ੍ਰੀਤਿ ਲਗਾਈ ॥ 
ਇਕੁ ਉਤਮ ਪੰਥੁ ਸੁਨਿਓ ਗੁਰ ਸੰਗਤਿ ਤਿਹ ਮਿਲੰਤ ਜਮ ਤ੍ਰਾਸ ਮਿਟਾਈ ॥ … See more"
https://www.facebook.com/profile.php?id=100008363822642,"ਤਖਤਿ ਰਾਜਾ ਸੋ ਬਹੈ ਜਿ ਤਖਤੈ ਲਾਇਕ ਹੋਈ॥ 
ਜਿਨੀ ਸਚੁ ਪਛਾਣਿਆ ਸਚੁ ਰਾਜੇ ਸੇਈ॥  
ਸ਼ਹੀਦਾਂ ਦੇ ਸਰਤਾਜ ਪੰਜਵੇਂ ਪਾਤਸ਼ਾਹ ਸਾਹਿਬ 
ਸ਼੍ਰੀ ਗੁਰੂ ਅਰਜਨ ਦੇਵ ਜੀ ਦੇ ""ਗੁਰਤਾ ਗੱਦੀ"" 
ਦਿਵਸ ਦੀਆਂ ਸਮੂਹ ਸਾਧ ਸੰਗਤਾਂ ਨੂੰ ਬਹੁਤ ਬਹੁਤ ਵਧਾਈਆਂ।… See more"
https://www.facebook.com/profile.php?id=100008363822642,ਵੀਰ  ਨੇ  ਬਿਲਕੁਲ ਸਚਾਈ  ਪੇਸ਼ ਕੀਤੀ ਆ
https://www.facebook.com/profile.php?id=100008363822642,"ਸਾਨੂੰ ਮਾਣ ਹੈ ਕੇ ਅਸੀ ਸ੍ਰੀ ਗੁਰੂ ਗੋਬਿੰਦ ਸਿੰਘ ਜੀ ਦੇ ਸਿੰਘ ਹਾ 
ਅੱਜ ਪੂਰੀ ਦੁਨੀਆ ਵਿੱਚ ਸਿੱਖ ਕੌਮ ਦਾ ਨਾਂ ਊੱਚਾ ਹੋ ਰਿਆ ਹੈ 
ਵਾਹਿਗੁਰੂ ਜੀ ਕਾ ਖਾਲਸਾ ਵਾਹਿਗੁਰੂ ਜੀ ਕੀ ਫਤਹਿ ਜੀ"
https://www.facebook.com/profile.php?id=100008363822642,"#ਸਰਫ਼ਰੋਸ਼
ਸਾਰਾਗੜੀ ਦਾ ਸਾਕਾ ਬਲੀਦਾਨ ਦੀ ਇੱਕ ਅਜਿਹੀ ਅਦੁੱਤੀ ਕਹਾਣੀ ਹੈ ਜਿਸ ਦੀ ਮਿਸਾਲ ਦੁਨੀਆਂ ਭਰ ਵਿੱਚ ਨਹੀਂ ਮਿਲਦੀ। ਇਹ ਸਾਕਾ ਸਿੱਖ ਰੈਜਮੈਂਟ ਦੇ ਉਹਨਾਂ 21 ਸੂਰਬੀਰ ਬਹਾਦਰ ਸੈਨਿਕਾਂ ਦੀ ਯਾਦ ਦਿਵਾਉਂਦਾ ਹੈ, ਜਿਨਾਂ ਨੇ 12 ਸਤੰਬਰ 1897 ਨੂੰ ਸਾਰਾਗੜੀ ਕਿਲੇ ਦੀ ਰੱਖਿਆ ਕਰਦੇ, 10,000 ਪਠਾਣਾਂ ਵੱਲੋਂ ਕੀਤੇ ਗਏ ਹਮਲੇ ਦਾ ਮੁਕਾਬਲਾ ਕਰਦੇ ਹੋਏ ਸ਼ਹੀਦੀ ਜਾਂਮ ਪੀਤਾ। ਇਸ ਤਰਾਂ ਉਨਾਂ ਭਾਰਤ ਦੇ ਇਤਿਹਾਸ ਵਿੱਚ ਇਕ ਨਵੇਂ ਕਾਂਡ ਦੀ ਸਿਰਜਨਾ ਕੀਤੀ, ਜੋ ਕਿ ਆਉਣ ਵਾਲੀਆਂ ਪੀੜੀਆਂ ਲਈ ਇਕ ਪੇ੍ਰਰਨਾ ਸਰੋਤ ਹੈ।
ਉੱਤਰੀ-ਪੱਛਮੀ ਸਰਹੱਦੀ ਸੂਬੇ(ਜਿਹੜਾ ਕਿ ਹੁਣ ਪਾਕਿਸਤਾਨ ਵਿੱਚ ਹੈ) ਵਿੱਚ 1897 ਵਿੱਚ… See more"
https://www.facebook.com/profile.php?id=100008363822642,"ਏਸ ਵੀਡੀਓ ਨੂੰ ਇਕ ਵਾਰ ਜਰੂਰ ਵੇਖੋ 
ਸੇਅਰ ਤੁਸੀ ਆਪ ਕਰ ਦੇਣੀ ਆ"
